"","Provincia","Comunidad_Autonoma","Longitud","Anchura","Grado_urbanizacion","Grado_ocupacion","Aparcamiento","Aparcamiento_seguridad","Aparcamiento_num_plazas","Coordenada_X","Coordenada_Y","Distancia_Puerto_Deportivo","Distancia_Hospital"
"1752","barcelona","cataluña/catalunya",160,22,"semiurbana","medio","sí","no vigilado","Más de 100 plazas",2.2769,41.4644,NA,3
"1753","barcelona","cataluña/catalunya",584,25,"urbana","medio","sí","no vigilado","Entre 50 y 100 plazas",2.2807,41.4657,NA,3
"1754","barcelona","cataluña/catalunya",1,40,"semiurbana","medio","sí","no vigilado","Entre 50 y 100 plazas",2.2893,41.4694,NA,3
"1755","barcelona","cataluña/catalunya",490,40,"urbana","alto","sí","no vigilado","Menos de 50 plazas",2.6981,41.6233,NA,3.9
"1756","barcelona","cataluña/catalunya",310,5,"semiurbana","bajo","no","","",2.3486,41.4857,NA,9
"1757","barcelona","cataluña/catalunya",340,5,"urbana","bajo","no","","",2.352,41.4866,NA,9
"1758","asturias","asturias, principado de",440,45,"semiurbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-6.3715,43.5512,18,42
"1759","asturias","asturias, principado de",450,26,"aislada","bajo","no","","",-6.3932,43.5582,17,42
"1760","asturias","asturias, principado de",300,25,"aislada","bajo","no","","",-6.4938,43.5491,5,22
"1761","asturias","asturias, principado de",50,37,"aislada","bajo","no","","",-6.542,43.5518,2,20
"1762","asturias","asturias, principado de",170,25,"aislada","bajo","no","","",-6.5227,43.5499,1,21
"1763","asturias","asturias, principado de",670,22,"aislada","bajo","no","","",-6.3736,43.5554,17,42
"1764","asturias","asturias, principado de",580,210,"semiurbana","medio","sí","no vigilado","Más de 100 plazas",-6.4722,43.5496,7,29
"1765","asturias","asturias, principado de",150,20,"aislada","bajo","no","","",-6.3862,43.5562,17,42
"1766","asturias","asturias, principado de",210,12,"aislada","bajo","no","","",-6.504,43.549,5,24
"1767","asturias","asturias, principado de",380,25,"aislada","bajo","no","","",-6.4734,43.5586,9,33
"1768","asturias","asturias, principado de",200,15,"aislada","bajo","no","","",-6.5311,43.5478,0.3,20
"1769","asturias","asturias, principado de",200,20,"aislada","bajo","no","","",-6.4882,43.5486,6,27
"1770","asturias","asturias, principado de",780,25,"aislada","bajo","no","","",-6.4324,43.5537,9,34
"1771","asturias","asturias, principado de",600,180,"semiurbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-6.5969,43.5523,4,15
"1772","asturias","asturias, principado de",550,35,"aislada","bajo","no","","",-6.4199,43.5537,12,34
"1773","asturias","asturias, principado de",30,10,"aislada","bajo","no","","",-6.4825,43.5524,6.5,27
"1774","asturias","asturias, principado de",525,25,"aislada","bajo","no","","",-6.4038,43.5558,13,35
"1775","asturias","asturias, principado de",220,22,"semiurbana","medio","no","","",-6.518,43.5477,1.3,21
"1776","asturias","asturias, principado de",480,42,"urbana","alto","sí","no vigilado","Más de 100 plazas",-6.5375,43.5459,0.1,21
"1777","asturias","asturias, principado de",400,20,"aislada","bajo","no","","",-6.4471,43.5608,9,33
"1778","asturias","asturias, principado de",160,27,"aislada","bajo","no","","",-6.3661,43.5513,20,43
"1779","asturias","asturias, principado de",200,55,"aislada","bajo","no","","",-6.6034,43.5557,4,14
"1780","asturias","asturias, principado de",250,75,"urbana","alto","no","","",-6.5425,43.5492,0.3,21
"1781","asturias","asturias, principado de",360,17,"aislada","bajo","no","","",-6.4394,43.5562,9,34
"1782","asturias","asturias, principado de",230,12,"aislada","bajo","no","","",-6.359,43.5511,22,44
"1783","asturias","asturias, principado de",60,65,"aislada","bajo","no","","",-6.558,43.5498,1,19
"1784","asturias","asturias, principado de",30,20,"aislada","bajo","no","","",-6.5922,43.5527,3,15
"1785","asturias","asturias, principado de",420,25,"aislada","bajo","no","","",-6.4548,43.5635,9,33
"1786","asturias","asturias, principado de",150,30,"semiurbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-5.3876,43.5293,0.1,30
"1787","asturias","asturias, principado de",440,74,"semiurbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-5.5296,43.5443,20,11
"1788","asturias","asturias, principado de",200,50,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-5.4942,43.5435,10,30
"1789","asturias","asturias, principado de",1,155,"semiurbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-5.3849,43.5272,18,41
"1790","asturias","asturias, principado de",250,70,"semiurbana","alto","sí","vigilado","Más de 100 plazas",-5.5896,43.5466,19,11
"1791","asturias","asturias, principado de",1,295,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-5.3774,43.5324,18,41
"1792","asturias","asturias, principado de",100,15,"urbana","medio","sí","","Menos de 50 plazas",-5.3997,43.5447,0.05,30
"1793","santa cruz de tenerife","canarias",150,30,"aislada","bajo","no","","",-17.1971,28.1983,33,33
"1794","santa cruz de tenerife","canarias",250,30,"aislada","bajo","no","","",-17.2911,28.0466,34,34
"1795","santa cruz de tenerife","canarias",300,20,"aislada","bajo","no","","",-17.273,28.0359,30,30
"1796","santa cruz de tenerife","canarias",250,30,"aislada","bajo","no","","",-17.235,28.0246,40,40
"1797","santa cruz de tenerife","canarias",1,10,"urbana","medio","sí","","Entre 50 y 100 plazas",-17.1957,28.029,35,0.2
"1798","santa cruz de tenerife","canarias",300,30,"aislada","bajo","sí","","Menos de 50 plazas",-17.1666,28.1729,36,36
"1799","santa cruz de tenerife","canarias",1,35,"aislada","medio","sí","","Menos de 50 plazas",-17.1797,28.1784,22,23
"1800","santa cruz de tenerife","canarias",350,30,"aislada","bajo","sí","","",-17.1834,28.035,35,35
"1801","santa cruz de tenerife","canarias",350,50,"aislada","bajo","sí","","",-17.1806,28.0379,36,36
"1802","santa cruz de tenerife","canarias",800,30,"aislada","bajo","no","","",-17.1766,28.0391,14,14
"1803","santa cruz de tenerife","canarias",200,30,"aislada","bajo","no","","",-17.1596,28.0489,10,4.2
"1804","santa cruz de tenerife","canarias",500,35,"aislada","bajo","no","","",-17.1517,28.0555,7.5,8.5
"1805","santa cruz de tenerife","canarias",630,70,"aislada","bajo","no","","",-17.1444,28.0619,7,6
"1806","santa cruz de tenerife","canarias",500,70,"aislada","bajo","no","","",-17.1293,28.0737,3.2,4.2
"1807","santa cruz de tenerife","canarias",950,80,"urbana","medio","sí","","Más de 100 plazas",-17.1103,28.0897,0,1.6
"1808","santa cruz de tenerife","canarias",500,25,"aislada","bajo","no","","",-17.2984,28.0502,60,61
"1809","santa cruz de tenerife","canarias",50,10,"semiurbana","medio","sí","no vigilado","Más de 100 plazas",-17.9799,27.6408,NA,40
"1810","santa cruz de tenerife","canarias",50,10,"aislada","bajo","no","","",-18.1218,27.7667,NA,58
"1811","santa cruz de tenerife","canarias",150,10,"aislada","bajo","sí","no vigilado","Entre 50 y 100 plazas",-18.1512,27.7471,NA,60
"1812","santa cruz de tenerife","canarias",30,30,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-18.099,27.7563,NA,50
"1813","santa cruz de tenerife","canarias",8,3,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-18.0404,27.7616,NA,50
"1814","santa cruz de tenerife","canarias",20,10,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-18.0119,27.7846,NA,50
"1815","santa cruz de tenerife","canarias",40,20,"aislada","medio","sí","no vigilado","Entre 50 y 100 plazas",-18.0092,27.7858,NA,50
"1816","santa cruz de tenerife","canarias",20,5,"urbana","bajo","sí","no vigilado","",-17.9926,27.7957,NA,50
"1817","santa cruz de tenerife","canarias",600,40,"semiurbana","bajo","sí","no vigilado","Más de 100 plazas",-17.9045,27.7837,0,11
"1818","santa cruz de tenerife","canarias",350,20,"semiurbana","medio","sí","","Entre 50 y 100 plazas",-17.9146,27.7702,2.3,15
"1819","santa cruz de tenerife","canarias",3,20,"aislada","bajo","no","","",-17.9577,27.7198,NA,25
"1820","santa cruz de tenerife","canarias",100,50,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",-16.7823,28.1274,15,11.5
"1821","santa cruz de tenerife","canarias",50,20,"semiurbana","bajo","no","","",-16.7777,28.1219,11,10.9
"1822","santa cruz de tenerife","canarias",45,20,"semiurbana","medio","no","","",-16.7759,28.1197,10.5,10.8
"1823","santa cruz de tenerife","canarias",45,20,"semiurbana","bajo","no","","",-16.7745,28.1184,10,10.3
"1824","santa cruz de tenerife","canarias",160,12,"semiurbana","medio","no","","",-16.7685,28.1138,8,10.7
"1825","santa cruz de tenerife","canarias",200,25,"aislada","medio","no","","",-16.7609,28.1085,6,6.7
"1826","santa cruz de tenerife","canarias",60,10,"aislada","medio","no","","",-16.7581,28.1055,6,6
"1827","santa cruz de tenerife","canarias",60,20,"semiurbana","medio","no","","",-16.7555,28.1009,5.5,8
"1828","santa cruz de tenerife","canarias",390,60,"urbana","alto","sí","","Más de 100 plazas",-16.7434,28.0911,1.5,3.5
"1829","santa cruz de tenerife","canarias",600,40,"urbana","alto","no","","",-16.7376,28.0867,1,2.8
"1830","santa cruz de tenerife","canarias",290,50,"urbana","alto","sí","","Menos de 50 plazas",-16.7362,28.0821,0.05,1.8
"1831","santa cruz de tenerife","canarias",130,50,"urbana","alto","sí","","",-16.7329,28.0719,0.5,0.6
"1832","santa cruz de tenerife","canarias",180,45,"urbana","alto","sí","","Más de 100 plazas",-16.7353,28.0798,5,1.2
"1833","santa cruz de tenerife","canarias",400,55,"urbana","alto","sí","","",-16.7331,28.0686,0.7,1.1
"1834","santa cruz de tenerife","canarias",25,8,"semiurbana","bajo","no","","",-16.7572,28.1017,NA,5.5
"1835","santa cruz de tenerife","canarias",325,18,"semiurbana","medio","sí","","Menos de 50 plazas",-16.7521,28.0983,NA,5.1
"1836","santa cruz de tenerife","canarias",720,32,"aislada","bajo","no","","",-16.4802,28.0997,NA,NA
"1837","santa cruz de tenerife","canarias",400,16,"semiurbana","bajo","no","","",-16.4729,28.1071,NA,NA
"1838","santa cruz de tenerife","canarias",50,25,"urbana","medio","sí","","Menos de 50 plazas",-16.4715,28.1088,NA,NA
"1839","santa cruz de tenerife","canarias",250,38,"urbana","medio","sí","","Entre 50 y 100 plazas",-16.4388,28.143,NA,42
"1840","santa cruz de tenerife","canarias",120,36,"aislada","bajo","no","","",-16.4367,28.1427,NA,42
"1841","santa cruz de tenerife","canarias",70,24,"aislada","bajo","no","","",-16.4331,28.1429,NA,42
"1842","santa cruz de tenerife","canarias",310,62,"semiurbana","medio","sí","","Menos de 50 plazas",-16.4322,28.1528,NA,40
"1843","santa cruz de tenerife","canarias",110,24,"urbana","alto","no","","",-16.4315,28.1642,NA,39
"1844","santa cruz de tenerife","canarias",180,18,"aislada","bajo","no","","",-16.4276,28.1873,NA,37
"1845","santa cruz de tenerife","canarias",100,14,"aislada","bajo","no","","",-16.4275,28.1888,NA,37
"1846","santa cruz de tenerife","canarias",110,18,"aislada","bajo","no","","",-16.4251,28.1918,NA,36
"1847","santa cruz de tenerife","canarias",650,20,"urbana","alto","no","","",-16.7327,28.0638,4,0.5
"1848","santa cruz de tenerife","canarias",375,25,"urbana","alto","no","","",-16.7317,28.053,4.5,0.3
"1849","santa cruz de tenerife","canarias",850,80,"urbana","alto","sí","","Más de 100 plazas",-16.7247,28.0526,4.5,1.5
"1850","santa cruz de tenerife","canarias",345,80,"urbana","alto","sí","","Más de 100 plazas",-16.7172,28.0503,4,1.5
"1851","santa cruz de tenerife","canarias",120,10,"semiurbana","alto","no","","",-16.7041,28.026,6,3
"1852","santa cruz de tenerife","canarias",425,30,"semiurbana","bajo","no","","",-16.7063,28.0152,5,2
"1853","santa cruz de tenerife","canarias",80,23,"semiurbana","bajo","sí","","Menos de 50 plazas",-16.6633,28.0087,NA,NA
"1854","santa cruz de tenerife","canarias",320,27,"urbana","medio","sí","","Entre 50 y 100 plazas",-16.6601,28.0087,NA,NA
"1855","santa cruz de tenerife","canarias",30,30,"urbana","bajo","no","","",-16.6515,28.0082,NA,NA
"1856","santa cruz de tenerife","canarias",50,8,"semiurbana","bajo","sí","","Menos de 50 plazas",-16.6385,28.0092,NA,NA
"1857","cantabria","cantabria",300,40,"aislada","medio","sí","","Más de 100 plazas",-4.0306,43.4357,20,20
"1858","cantabria","cantabria",3,200,"semiurbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-3.4952,43.4705,20,20
"1859","cantabria","cantabria",2,100,"urbana","alto","sí","","Más de 100 plazas",-3.5285,43.4918,20,20
"1860","cantabria","cantabria",100,27,"aislada","bajo","sí","","Menos de 50 plazas",-3.9448,43.4692,15,15
"1861","cantabria","cantabria",250,50,"aislada","medio","sí","","Más de 100 plazas",-3.9623,43.4521,17,20
"1862","cantabria","cantabria",2,50,"aislada","medio","sí","","Más de 100 plazas",-3.9725,43.446,17,20
"1863","cantabria","cantabria",100,40,"semiurbana","medio","sí","","Menos de 50 plazas",-3.5773,43.5031,30,30
"1864","cantabria","cantabria",250,150,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-3.6142,43.4968,30,30
"1865","cantabria","cantabria",100,40,"aislada","bajo","no","","",-3.6196,43.4966,30,30
"1866","cantabria","cantabria",300,30,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-3.1941,43.3635,5,20
"1867","cantabria","cantabria",80,30,"aislada","bajo","no","","",-3.1691,43.3546,5,15
"1868","cantabria","cantabria",300,40,"urbana","alto","sí","no vigilado","Más de 100 plazas",-3.2114,43.3742,1,25
"1869","cantabria","cantabria",350,10,"semiurbana","medio","sí","","Más de 100 plazas",-4.0481,43.4375,1.5,10
"1870","cantabria","cantabria",200,50,"aislada","medio","sí","","Más de 100 plazas",-4.0935,43.4276,3.5,15
"1871","santa cruz de tenerife","canarias",80,19,"aislada","bajo","sí","","Menos de 50 plazas",-16.86,28.3756,7,3
"1872","santa cruz de tenerife","canarias",150,50,"aislada","alto","sí","","Más de 100 plazas",-16.871,28.3711,7,3
"1873","santa cruz de tenerife","canarias",100,25,"aislada","bajo","sí","","Menos de 50 plazas",-16.8741,28.3699,8,3
"1874","santa cruz de tenerife","canarias",420,39,"aislada","bajo","sí","","",-16.88,28.3683,10,4
"1875","santa cruz de tenerife","canarias",30,8,"aislada","medio","sí","","Menos de 50 plazas",-16.9198,28.3427,13,10
"1876","santa cruz de tenerife","canarias",250,20,"semiurbana","medio","sí","","",-16.3667,28.3405,NA,20
"1877","santa cruz de tenerife","canarias",590,24,"urbana","alto","sí","","Más de 100 plazas",-16.3694,28.3523,0.4,NA
"1878","santa cruz de tenerife","canarias",50,22,"urbana","medio","no","","",-16.3669,28.3601,50,NA
"1879","santa cruz de tenerife","canarias",660,15,"urbana","medio","sí","","",-16.3613,28.3713,NA,NA
"1880","santa cruz de tenerife","canarias",60,17,"urbana","alto","sí","","",-16.3604,28.3796,NA,NA
"1881","santa cruz de tenerife","canarias",40,15,"urbana","alto","sí","","",-16.3304,28.4021,NA,NA
"1882","santa cruz de tenerife","canarias",210,25,"semiurbana","medio","sí","","",-16.3177,28.4044,NA,NA
"1883","santa cruz de tenerife","canarias",1,10,"aislada","bajo","no","","",-16.4357,28.4836,NA,5
"1884","santa cruz de tenerife","canarias",150,13,"urbana","medio","sí","","Menos de 50 plazas",-16.4232,28.1936,NA,NA
"1885","santa cruz de tenerife","canarias",60,20,"urbana","medio","sí","","Entre 50 y 100 plazas",-16.768,28.3708,1.2,0.6
"1886","santa cruz de tenerife","canarias",300,25,"urbana","medio","sí","","Menos de 50 plazas",-16.7914,28.3732,4.5,2
"1887","santa cruz de tenerife","canarias",250,50,"aislada","medio","no","","",-16.7517,28.3706,0.2,1
"1888","santa cruz de tenerife","canarias",120,48,"semiurbana","bajo","sí","","",-16.5755,28.0309,NA,NA
"1889","santa cruz de tenerife","canarias",210,32,"aislada","bajo","no","","",-16.5706,28.0313,NA,NA
"1890","santa cruz de tenerife","canarias",1,33,"aislada","medio","sí","","Más de 100 plazas",-16.5536,28.0312,NA,NA
"1891","santa cruz de tenerife","canarias",50,31,"aislada","medio","sí","","Entre 50 y 100 plazas",-16.5425,28.0351,NA,NA
"1892","santa cruz de tenerife","canarias",750,43,"urbana","alto","sí","","Más de 100 plazas",-16.5388,28.0441,NA,NA
"1893","santa cruz de tenerife","canarias",150,30,"urbana","medio","no","","",-16.5304,28.0504,NA,NA
"1894","santa cruz de tenerife","canarias",80,20,"aislada","medio","sí","","Menos de 50 plazas",-16.5216,28.0582,NA,NA
"1895","santa cruz de tenerife","canarias",540,18,"aislada","bajo","no","","",-16.5063,28.0723,NA,NA
"1896","santa cruz de tenerife","canarias",1,16,"aislada","bajo","no","","",-16.503,28.077,NA,NA
"1897","santa cruz de tenerife","canarias",170,10,"aislada","medio","no","","",-16.8363,28.2142,5,30
"1898","santa cruz de tenerife","canarias",30,15,"urbana","medio","no","","",-16.8285,28.2008,7,28
"1899","santa cruz de tenerife","canarias",50,15,"urbana","medio","no","","",-16.8278,28.1998,7,30
"1900","santa cruz de tenerife","canarias",90,8,"urbana","bajo","no","","",-16.8281,28.1983,NA,25
"1901","santa cruz de tenerife","canarias",360,30,"semiurbana","bajo","no","","",-16.8125,28.1797,7,25
"1902","santa cruz de tenerife","canarias",100,20,"semiurbana","bajo","no","","",-16.8054,28.1719,8,27
"1903","santa cruz de tenerife","canarias",170,16,"semiurbana","bajo","no","","",-16.4011,28.2454,NA,NA
"1904","santa cruz de tenerife","canarias",1,23,"semiurbana","bajo","no","","",-16.3837,28.2848,NA,18
"1905","santa cruz de tenerife","canarias",100,45,"urbana","alto","no","","",-16.3766,28.2923,NA,NA
"1906","santa cruz de tenerife","canarias",1,15,"semiurbana","bajo","no","","",-16.3628,28.3262,NA,NA
"1907","santa cruz de tenerife","canarias",130,42,"semiurbana","medio","no","","",-16.7223,28.381,4.5,1.5
"1908","santa cruz de tenerife","canarias",160,40,"urbana","alto","sí","","Menos de 50 plazas",-16.7238,28.3784,4.5,1.5
"1909","santa cruz de tenerife","canarias",70,17,"aislada","bajo","no","","",-16.6754,28.3944,14,5
"1910","santa cruz de tenerife","canarias",390,25,"aislada","bajo","no","","",-16.3117,28.5711,NA,NA
"1911","santa cruz de tenerife","canarias",350,30,"aislada","bajo","no","","",-16.3151,28.571,NA,NA
"1912","santa cruz de tenerife","canarias",80,10,"urbana","medio","sí","","",-16.3331,28.5707,NA,NA
"1913","santa cruz de tenerife","canarias",120,25,"urbana","medio","no","","",-16.3318,28.5638,NA,NA
"1914","santa cruz de tenerife","canarias",700,25,"aislada","bajo","no","","",-16.3337,28.5576,NA,NA
"1915","santa cruz de tenerife","canarias",200,25,"urbana","medio","sí","","",-16.3453,28.5558,NA,NA
"1916","santa cruz de tenerife","canarias",450,20,"semiurbana","bajo","sí","","",-16.4081,28.5276,NA,NA
"1917","santa cruz de tenerife","canarias",200,20,"aislada","medio","no","","",-16.503,28.4246,NA,4
"1918","santa cruz de tenerife","canarias",900,45,"aislada","medio","no","","",-16.5103,28.4204,NA,2
"1919","santa cruz de tenerife","canarias",200,40,"aislada","medio","sí","","Menos de 50 plazas",-16.5194,28.4179,NA,4
"1920","santa cruz de tenerife","canarias",350,20,"aislada","bajo","no","","",-16.5735,28.4038,NA,3.4
"1921","santa cruz de tenerife","canarias",400,60,"aislada","alto","sí","","",-16.6037,28.3939,NA,5
"1922","santa cruz de tenerife","canarias",300,20,"aislada","bajo","no","","",-16.5876,28.3976,NA,4.5
"1923","santa cruz de tenerife","canarias",200,31,"aislada","bajo","no","","",-16.5924,28.3975,NA,4.5
"1924","santa cruz de tenerife","canarias",50,15,"aislada","medio","no","","",-16.7993,28.3772,8,3
"1925","santa cruz de tenerife","canarias",200,18,"aislada","medio","no","","",-16.808,28.376,8,2
"1926","santa cruz de tenerife","canarias",100,20,"semiurbana","medio","sí","","Más de 100 plazas",-16.8149,28.3798,8,2
"1927","santa cruz de tenerife","canarias",350,40,"urbana","alto","sí","","Más de 100 plazas",-16.5418,28.4193,0.8,2
"1928","santa cruz de tenerife","canarias",20,20,"urbana","medio","no","","",-16.5466,28.4175,0.3,2
"1929","santa cruz de tenerife","canarias",50,15,"urbana","medio","sí","","Más de 100 plazas",-16.5504,28.4175,0,1
"1930","santa cruz de tenerife","canarias",250,40,"urbana","alto","sí","","Más de 100 plazas",-16.5594,28.413,0.9,1
"1931","santa cruz de tenerife","canarias",120,10,"urbana","medio","sí","","",-16.6386,28.3945,14,0.4
"1932","santa cruz de tenerife","canarias",230,35,"aislada","bajo","no","","",-16.6246,28.0188,NA,NA
"1933","santa cruz de tenerife","canarias",120,28,"aislada","bajo","no","","",-16.6198,28.019,NA,NA
"1934","santa cruz de tenerife","canarias",260,22,"urbana","bajo","sí","","",-16.598,28.0282,NA,NA
"1935","santa cruz de tenerife","canarias",80,20,"urbana","medio","sí","","",-16.236,28.4864,1.5,NA
"1936","santa cruz de tenerife","canarias",1,80,"aislada","medio","sí","","Más de 100 plazas",-16.1852,28.5094,2.8,NA
"1937","santa cruz de tenerife","canarias",250,40,"semiurbana","medio","sí","","Menos de 50 plazas",-16.1757,28.5135,8,18
"1938","santa cruz de tenerife","canarias",130,10,"urbana","alto","sí","","Más de 100 plazas",-16.5611,28.412,1.3,1
"1939","santa cruz de tenerife","canarias",360,34,"aislada","bajo","no","","",-16.1671,28.5185,11,NA
"1940","santa cruz de tenerife","canarias",350,15,"aislada","bajo","no","","",-16.1641,28.5195,12,NA
"1941","santa cruz de tenerife","canarias",110,15,"aislada","bajo","no","","",-16.1578,28.5221,NA,NA
"1942","santa cruz de tenerife","canarias",400,25,"aislada","bajo","no","","",-16.1322,28.5352,NA,NA
"1943","santa cruz de tenerife","canarias",80,12,"aislada","bajo","no","","",-16.135,28.5788,NA,NA
"1944","santa cruz de tenerife","canarias",120,16,"aislada","bajo","no","","",-16.1348,28.58,NA,NA
"1945","santa cruz de tenerife","canarias",150,30,"aislada","bajo","no","","",-16.1751,28.5816,NA,NA
"1946","santa cruz de tenerife","canarias",300,30,"aislada","medio","sí","","Menos de 50 plazas",-16.1865,28.576,23,32
"1947","santa cruz de tenerife","canarias",1,25,"aislada","bajo","no","","",-16.1808,28.5787,NA,NA
"1948","santa cruz de tenerife","canarias",300,35,"aislada","medio","sí","","Menos de 50 plazas",-16.193,28.5725,23,31
"1949","santa cruz de tenerife","canarias",380,45,"semiurbana","medio","sí","","Menos de 50 plazas",-16.2048,28.5698,22,30
"1950","santa cruz de tenerife","canarias",800,30,"aislada","bajo","no","","",-16.222,28.5661,NA,NA
"1951","santa cruz de tenerife","canarias",250,40,"aislada","bajo","no","","",-16.2535,28.5705,NA,NA
"1952","santa cruz de tenerife","canarias",180,20,"urbana","alto","no","","",-16.8406,28.2474,0.02,35
"1953","santa cruz de tenerife","canarias",50,20,"urbana","medio","sí","","",-16.8425,28.2373,1,33
"1954","santa cruz de tenerife","canarias",140,40,"urbana","alto","sí","","",-16.841,28.2297,1.5,30
"1955","santa cruz de tenerife","canarias",620,20,"aislada","bajo","no","","",-16.8495,28.2722,1,43
"1956","santa cruz de tenerife","canarias",400,15,"aislada","medio","sí","","",-16.42,28.512,NA,NA
"1957","santa cruz de tenerife","canarias",150,20,"semiurbana","bajo","no","","",-16.4215,28.5074,NA,4
"1958","santa cruz de tenerife","canarias",170,15,"urbana","bajo","sí","","Menos de 50 plazas",-16.421,28.5105,NA,3.5
"1959","santa cruz de tenerife","canarias",350,30,"urbana","alto","sí","","Menos de 50 plazas",-16.4243,28.5005,NA,4
"1960","santa cruz de tenerife","canarias",400,20,"aislada","bajo","no","","",-16.4257,28.4953,NA,4
"1961","santa cruz de tenerife","canarias",400,48,"semiurbana","medio","sí","","Entre 50 y 100 plazas",-17.7691,28.6708,NA,10
"1962","santa cruz de tenerife","canarias",624,31,"semiurbana","alto","sí","","Más de 100 plazas",-17.7607,28.6529,2,6
"1963","santa cruz de tenerife","canarias",190,25,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-17.875,28.5157,15,38
"1964","santa cruz de tenerife","canarias",110,25,"aislada","medio","sí","","Entre 50 y 100 plazas",-17.868,28.4824,NA,42
"1965","santa cruz de tenerife","canarias",100,7.1,"aislada","bajo","sí","","",-17.8645,28.4696,NA,40
"1966","santa cruz de tenerife","canarias",230,77,"aislada","bajo","sí","","Menos de 50 plazas",-17.8508,28.4588,NA,40
"1967","santa cruz de tenerife","canarias",100,20,"aislada","bajo","sí","no vigilado","",-17.8437,28.4557,20,40
"1968","santa cruz de tenerife","canarias",40,20,"aislada","bajo","sí","","Menos de 50 plazas",-17.8314,28.4658,20,40
"1969","cantabria","cantabria",220,40,"aislada","bajo","no","","",-4.0226,43.4422,20,20
"1970","cantabria","cantabria",150,50,"aislada","bajo","sí","","Entre 50 y 100 plazas",-3.9163,43.4737,16,10
"1971","cantabria","cantabria",150,40,"semiurbana","bajo","no","","",-3.9304,43.47,16,15
"1972","barcelona","cataluña/catalunya",1,72,"aislada","bajo","sí","no vigilado","Entre 50 y 100 plazas",2.7608,41.646,NA,9.5
"1973","barcelona","cataluña/catalunya",765,118,"urbana","alto","sí","no vigilado","Más de 100 plazas",2.4485,41.534,NA,0.3
"1974","barcelona","cataluña/catalunya",400,54,"urbana","alto","sí","no vigilado","Más de 100 plazas",2.4548,41.5384,NA,0.7
"1975","barcelona","cataluña/catalunya",580,5,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",2.3584,41.4885,NA,9
"1976","barcelona","cataluña/catalunya",260,35,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",2.3635,41.4897,NA,9
"1977","barcelona","cataluña/catalunya",620,162,"semiurbana","medio","sí","","",2.37,41.4912,NA,9
"1978","barcelona","cataluña/catalunya",250,80,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",2.2348,41.4229,NA,12
"1979","barcelona","cataluña/catalunya",170,15,"semiurbana","alto","no","","",2.4989,41.5553,NA,5
"1980","barcelona","cataluña/catalunya",180,35,"semiurbana","alto","no","","",2.5008,41.5564,NA,5
"1981","girona","cataluña/catalunya",125,11,"semiurbana","medio","sí","no vigilado","Menos de 50 plazas",3.2767,42.2807,17,36
"1982","girona","cataluña/catalunya",55,10,"semiurbana","medio","no","","",3.2783,42.2821,17,37
"1983","girona","cataluña/catalunya",130,12,"urbana","medio","sí","no vigilado","Menos de 50 plazas",3.2755,42.2842,17,36
"1984","santa cruz de tenerife","canarias",75,10,"aislada","bajo","no","","",-17.8127,28.4997,NA,40
"1985","santa cruz de tenerife","canarias",50,5,"aislada","bajo","sí","","Menos de 50 plazas",-17.7985,28.5188,NA,40
"1986","santa cruz de tenerife","canarias",100,6,"aislada","bajo","no","","",-17.9166,28.5909,NA,22
"1987","santa cruz de tenerife","canarias",510,55,"urbana","medio","sí","","Entre 50 y 100 plazas",-17.9097,28.5849,NA,26
"1988","santa cruz de tenerife","canarias",50,1,"aislada","bajo","sí","","Menos de 50 plazas",-17.9049,28.5739,NA,22
"1989","santa cruz de tenerife","canarias",50,3,"aislada","medio","no","","",-17.9028,28.5728,NA,22
"1990","santa cruz de tenerife","canarias",271,48,"aislada","medio","sí","","Entre 50 y 100 plazas",-17.8993,28.5724,NA,28
"1991","santa cruz de tenerife","canarias",100,7,"semiurbana","medio","sí","","Entre 50 y 100 plazas",-17.8896,28.5538,NA,31
"1992","santa cruz de tenerife","canarias",650,6,"aislada","medio","sí","","Entre 50 y 100 plazas",-17.918,28.592,NA,22
"1993","santa cruz de tenerife","canarias",100,15,"aislada","bajo","no","","",-17.7342,28.7196,NA,30
"1994","santa cruz de tenerife","canarias",50,7.3,"aislada","bajo","no","","",-17.7307,28.7301,NA,30
"1995","santa cruz de tenerife","canarias",500,6,"aislada","bajo","no","","",-17.7408,28.7602,NA,30
"1996","santa cruz de tenerife","canarias",150,2.8,"aislada","bajo","no","","",-17.7533,28.782,NA,30
