"","Provincia","Comunidad_Autonoma","Longitud","Anchura","Grado_urbanizacion","Grado_ocupacion","Aparcamiento","Aparcamiento_seguridad","Aparcamiento_num_plazas","Coordenada_X","Coordenada_Y","Distancia_Puerto_Deportivo","Distancia_Hospital"
"683","gipuzkoa","país vasco/euskadi",150,83,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",-2.3565,43.3003,1,6
"684","gipuzkoa","país vasco/euskadi",700,50,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-2.371,43.3074,2,6
"685","gipuzkoa","país vasco/euskadi",120,30,"urbana","alto","no","","",-2.3805,43.3107,2,5
"686","gipuzkoa","país vasco/euskadi",80,20,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-2.3812,43.3125,2,5
"687","gipuzkoa","país vasco/euskadi",180,85,"aislada","bajo","sí","","",-2.3947,43.3194,3,6
"688","gipuzkoa","país vasco/euskadi",300,90,"aislada","medio","sí","no vigilado","Entre 50 y 100 plazas",-2.4105,43.3214,3,7
"689","bizkaia","país vasco/euskadi",960,350,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-3.1139,43.3487,12,15
"690","bizkaia","país vasco/euskadi",844,115,"aislada","medio","sí","vigilado","Más de 100 plazas",-3.0173,43.3794,10,15
"691","bizkaia","país vasco/euskadi",752,260,"aislada","alto","sí","vigilado","Más de 100 plazas",-3.0061,43.3824,11,20
"692","bizkaia","país vasco/euskadi",826,160,"semiurbana","alto","sí","vigilado","Más de 100 plazas",-2.9956,43.3885,14,20
"693","bizkaia","país vasco/euskadi",400,60,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-2.9869,43.3946,20,25
"694","bizkaia","país vasco/euskadi",600,30,"aislada","medio","sí","vigilado","Más de 100 plazas",-2.9757,43.4027,22,26
"695","murcia","murcia, región de",500,30,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.6282,37.3758,5,40
"696","murcia","murcia, región de",225,35,"aislada","alto","sí","no vigilado","Más de 100 plazas",-1.6261,37.3801,5,40
"697","murcia","murcia, región de",490,45,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.6185,37.3844,4,40
"698","murcia","murcia, región de",100,10,"aislada","bajo","no","","",-1.6146,37.3841,3.5,39
"699","murcia","murcia, región de",70,10,"aislada","bajo","no","","",-1.6125,37.3859,3,39
"700","murcia","murcia, región de",35,12,"aislada","bajo","no","","",-1.611,37.3871,3,39
"701","murcia","murcia, región de",285,20,"aislada","alto","sí","no vigilado","Más de 100 plazas",-1.6108,37.389,4,39
"702","murcia","murcia, región de",375,8,"aislada","bajo","sí","","Entre 50 y 100 plazas",-1.6056,37.393,0.25,38
"703","murcia","murcia, región de",350,20,"semiurbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-1.6021,37.3954,0,38
"704","murcia","murcia, región de",1,50,"urbana","alto","sí","no vigilado","Más de 100 plazas",-1.5932,37.4,0,35
"705","murcia","murcia, región de",575,50,"urbana","alto","sí","","Entre 50 y 100 plazas",-1.5855,37.4031,1.5,35
"706","murcia","murcia, región de",350,12,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-1.5765,37.4069,0.1,35
"707","murcia","murcia, región de",800,50,"urbana","alto","sí","","Entre 50 y 100 plazas",-1.5687,37.4076,NA,35
"708","murcia","murcia, región de",180,8,"urbana","medio","sí","","Menos de 50 plazas",-1.5618,37.4063,1,36
"709","murcia","murcia, región de",350,12,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-1.5603,37.4108,1.5,36
"710","murcia","murcia, región de",270,12,"urbana","medio","sí","no vigilado","Más de 100 plazas",-1.5491,37.4116,2,37
"711","murcia","murcia, región de",48,12,"semiurbana","medio","no","","",-1.5321,37.4222,4,39
"712","murcia","murcia, región de",190,13,"aislada","alto","sí","no vigilado","Más de 100 plazas",-1.5255,37.4284,4,38
"713","murcia","murcia, región de",100,20,"aislada","bajo","no","","",-1.5235,37.429,4,38
"714","murcia","murcia, región de",950,4,"semiurbana","alto","sí","no vigilado","Más de 100 plazas",-1.5144,37.4324,5,40
"715","murcia","murcia, región de",40,17,"urbana","alto","no","","",-1.507,37.4317,5,42
"716","murcia","murcia, región de",420,30,"urbana","alto","sí","no vigilado","Más de 100 plazas",-1.5031,37.4321,5,42
"717","murcia","murcia, región de",150,5,"aislada","bajo","sí","","Menos de 50 plazas",-1.4842,37.4353,7,43
"718","murcia","murcia, región de",250,15,"aislada","bajo","sí","","Menos de 50 plazas",-1.4841,37.4376,7.5,44
"719","murcia","murcia, región de",300,10,"aislada","bajo","sí","","Menos de 50 plazas",-1.4687,37.4728,11,45
"720","murcia","murcia, región de",1,20,"aislada","bajo","no","","",-0.7522,37.795,1,14
"721","murcia","murcia, región de",700,10,"aislada","medio","no","","",-0.7567,37.8109,1,14
"722","murcia","murcia, región de",1,10,"aislada","medio","sí","","Más de 100 plazas",-0.7582,37.8164,0.1,14
"723","murcia","murcia, región de",2,30,"aislada","medio","sí","","Más de 100 plazas",-0.7591,37.8281,1,14
"724","murcia","murcia, región de",465,50,"urbana","medio","sí","","Más de 100 plazas",-0.7625,37.8445,2,12.5
"725","murcia","murcia, región de",520,40,"urbana","alto","sí","","Entre 50 y 100 plazas",-0.7874,37.8142,0.2,13
"726","murcia","murcia, región de",840,30,"urbana","alto","sí","","Más de 100 plazas",-0.7807,37.8196,NA,13
"727","murcia","murcia, región de",2,2,"semiurbana","medio","sí","","Menos de 50 plazas",-0.7732,37.816,1,13
"728","murcia","murcia, región de",200,20,"urbana","medio / bajo","sí","","Entre 50 y 100 plazas",-0.8512,37.7357,0.6,12
"729","murcia","murcia, región de",200,20,"urbana","alto","sí","","Menos de 50 plazas",-0.8492,37.7378,0,12
"730","murcia","murcia, región de",400,10,"urbana","alto","sí","","Menos de 50 plazas",-0.8485,37.7398,0.5,12
"731","murcia","murcia, región de",800,40,"urbana","alto","sí","","Entre 50 y 100 plazas",-0.8469,37.744,1,12
"732","murcia","murcia, región de",1,8,"semiurbana","bajo","sí","","Más de 100 plazas",-0.7454,37.77,3,51
"733","murcia","murcia, región de",1,10,"semiurbana","medio / bajo","sí","","",-0.7524,37.7742,2.5,51
"734","murcia","murcia, región de",1,1,"semiurbana","bajo","sí","","",-0.7476,37.7615,1.5,51
"735","murcia","murcia, región de",300,10,"semiurbana","medio / bajo","sí","","Menos de 50 plazas",-0.7397,37.7356,1,49
"736","murcia","murcia, región de",2,10,"semiurbana","medio / bajo","sí","","Menos de 50 plazas",-0.7401,37.7265,1.5,49
"737","murcia","murcia, región de",450,10,"urbana","medio","sí","","Menos de 50 plazas",-0.7438,37.7083,4,47
"738","murcia","murcia, región de",600,10,"semiurbana","medio / bajo","sí","","",-0.7412,37.6908,5,47
"739","murcia","murcia, región de",1,10,"urbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-0.7377,37.6848,3.5,45
"740","murcia","murcia, región de",1,35,"urbana","alto","sí","","Entre 50 y 100 plazas",-0.8409,37.7522,1,11
"741","murcia","murcia, región de",1,35,"urbana","alto","sí","","Entre 50 y 100 plazas",-0.832,37.7543,2,10
"742","murcia","murcia, región de",1,40,"semiurbana","bajo","sí","","Entre 50 y 100 plazas",-0.824,37.7592,3,9
"743","murcia","murcia, región de",1,35,"urbana","medio","sí","","Entre 50 y 100 plazas",-0.7304,37.676,8,45
"744","murcia","murcia, región de",2,35,"urbana","alto","sí","no vigilado","Más de 100 plazas",-0.7373,37.6947,6.5,44
"745","murcia","murcia, región de",1,35,"urbana","medio","sí","no vigilado","",-0.74,37.7035,5.5,45
"746","murcia","murcia, región de",2,10,"semiurbana","bajo","sí","","Menos de 50 plazas",-0.7384,37.7307,2.5,48
"747","murcia","murcia, región de",500,8,"semiurbana","bajo","no","","",-0.7351,37.7403,0.5,49
"748","las palmas","canarias",450,25,"aislada","alto","no","","",-15.5988,28.1444,19.6,21
"749","las palmas","canarias",310,36,"aislada","alto","no","","",-15.5767,28.1444,18.3,21.2
"750","las palmas","canarias",410,7,"semiurbana","medio","no","","",-15.5743,28.144,17,21.5
"751","las palmas","canarias",120,21,"aislada","alto","no","","",-15.5711,28.1443,14.4,21.5
"752","las palmas","canarias",480,15,"aislada","bajo","no","","",-15.5596,28.1469,14.4,19.5
"753","las palmas","canarias",975,50,"aislada","bajo","no","","",-15.3986,28.0331,9.5,7
"754","las palmas","canarias",140,48,"semiurbana","bajo","sí","no vigilado","",-15.3806,28.0125,NA,10
"755","las palmas","canarias",225,30,"semiurbana","bajo","no","","",-15.3791,28.0106,3.7,10
"756","las palmas","canarias",80,36,"semiurbana","bajo","no","","",-15.3776,28.0097,NA,10
"757","las palmas","canarias",260,25,"urbana","alto","no","","",-15.3767,28.0065,3.5,10
"758","las palmas","canarias",130,45,"semiurbana","alto","sí","","",-15.3753,27.9998,2,13
"759","las palmas","canarias",270,65,"semiurbana","alto","sí","","",-15.3742,27.9964,1.8,13
"760","las palmas","canarias",350,30,"urbana","alto","sí","","",-15.3751,27.9877,0.7,13
"761","las palmas","canarias",350,50,"semiurbana","alto","sí","","",-15.3779,27.9827,1.5,13
"762","las palmas","canarias",140,20,"aislada","bajo","no","","",-15.3812,27.9761,7,15
"763","las palmas","canarias",70,6,"aislada","bajo","no","","",-13.4277,29.1688,38.41,31
"764","las palmas","canarias",180,10,"aislada","bajo","no","","",-13.4385,29.1516,36,25
"765","las palmas","canarias",125,3,"aislada","bajo","no","","",-13.4421,29.1494,36,25
"766","murcia","murcia, región de",500,10,"aislada","medio","sí","no vigilado","Menos de 50 plazas",-0.8133,37.7693,4,8
"767","murcia","murcia, región de",300,25,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-0.8031,37.7964,0.5,6
"768","murcia","murcia, región de",230,20,"urbana","medio","sí","","Menos de 50 plazas",-0.8031,37.7983,0,6
"769","murcia","murcia, región de",985,30,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-0.7999,37.8042,0.5,6.5
"770","murcia","murcia, región de",450,40,"urbana","alto","sí","no vigilado","",-0.7924,37.8132,1.5,7
"771","murcia","murcia, región de",600,7,"aislada","bajo","sí","","",-1.4664,37.4789,11.5,45
"772","murcia","murcia, región de",75,35,"aislada","medio","sí","","Menos de 50 plazas",-1.4622,37.4833,11.5,45
"773","murcia","murcia, región de",380,18,"aislada","bajo","sí","","Menos de 50 plazas",-1.4594,37.4868,12.5,45
"774","murcia","murcia, región de",55,8,"aislada","bajo","sí","","Menos de 50 plazas",-1.4567,37.489,13,45
"775","murcia","murcia, región de",40,8,"aislada","bajo","sí","","Menos de 50 plazas",-1.4499,37.4926,13,45
"776","murcia","murcia, región de",40,5,"aislada","bajo","no","","",-1.4478,37.4936,13.5,45
"777","murcia","murcia, región de",20,9,"aislada","bajo","no","","",-1.4424,37.4956,14,45
"778","murcia","murcia, región de",300,7,"aislada","bajo","no","","",-1.4414,37.4976,15,48
"779","murcia","murcia, región de",100,20,"aislada","bajo","no","","",-1.4328,37.5011,15,48
"780","murcia","murcia, región de",155,22,"aislada","medio","sí","","",-1.4245,37.5039,15,48
"781","murcia","murcia, región de",30,6,"aislada","bajo","no","","",-1.4229,37.5031,15.5,48
"782","murcia","murcia, región de",40,30,"aislada","medio","sí","","",-1.4186,37.5056,15.5,48
"783","murcia","murcia, región de",190,38,"aislada","medio","sí","","Entre 50 y 100 plazas",-1.4159,37.5071,16,48
"784","murcia","murcia, región de",1,30,"semiurbana","medio","sí","","Más de 100 plazas",-1.3992,37.5136,15,48
"785","murcia","murcia, región de",900,30,"aislada","bajo","sí","","Más de 100 plazas",-1.3933,37.5222,NA,48
"786","murcia","murcia, región de",90,20,"aislada","bajo","no","","",-1.3889,37.5257,NA,48
"787","murcia","murcia, región de",115,20,"aislada","medio","no","","",-1.3839,37.5281,NA,50
"788","murcia","murcia, región de",290,84,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.3815,37.5299,12,50
"789","murcia","murcia, región de",200,17,"aislada","bajo","no","","",-1.3755,37.5315,11.8,46
"790","murcia","murcia, región de",210,20,"aislada","bajo","no","","",-1.3733,37.5322,11.5,46
"791","murcia","murcia, región de",1,40,"aislada","bajo","no","","",-1.3688,37.5388,10,46
"792","murcia","murcia, región de",1,18,"aislada","bajo","no","","",-1.3557,37.55,9,45
"793","murcia","murcia, región de",150,11,"aislada","bajo","no","","",-1.35,37.5535,8,44
"794","murcia","murcia, región de",100,12,"aislada","bajo","no","","",-1.3402,37.5575,6.25,43
"795","murcia","murcia, región de",80,17,"aislada","bajo","no","","",-1.3436,37.5557,6.5,44
"796","murcia","murcia, región de",30,9,"aislada","bajo","no","","",-1.3411,37.5571,6.3,43
"797","murcia","murcia, región de",85,18,"aislada","bajo","no","","",-1.3387,37.5573,6.2,43
"798","murcia","murcia, región de",197,12,"aislada","medio","no","","",-1.3311,37.5601,5.3,42
"799","murcia","murcia, región de",90,16,"aislada","medio","no","","",-1.3287,37.5618,5.2,41
"800","murcia","murcia, región de",315,7,"semiurbana","bajo","no","","",-1.3212,37.5634,4.9,41
"801","murcia","murcia, región de",90,15,"semiurbana","medio","no","","",-1.3185,37.5624,4.4,40
"802","murcia","murcia, región de",1,84,"urbana","alto","sí","no vigilado","Más de 100 plazas",-1.3068,37.562,2.9,40
"803","murcia","murcia, región de",1,26,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.2919,37.5605,1.9,38
"804","murcia","murcia, región de",400,45,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.284,37.5591,1.4,38
"805","murcia","murcia, región de",100,30,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.2803,37.5594,1.1,38
"806","murcia","murcia, región de",400,30,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.2772,37.5598,0.9,37
"807","murcia","murcia, región de",190,21,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-1.2749,37.5585,0.8,37
"808","murcia","murcia, región de",100,14,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-1.2726,37.5593,0.1,37
"809","murcia","murcia, región de",600,100,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.2663,37.5598,0.6,37
"810","murcia","murcia, región de",420,40,"urbana","alto","sí","vigilado","Entre 50 y 100 plazas",-1.2568,37.5674,0.1,36
"811","murcia","murcia, región de",600,18,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.2536,37.5705,0.4,36
"812","murcia","murcia, región de",500,10,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-1.2345,37.5761,2.2,34
"813","murcia","murcia, región de",465,50,"aislada","medio","sí","","",-1.2283,37.5762,2.7,33
"814","murcia","murcia, región de",100,22,"semiurbana","bajo","sí","no vigilado","Menos de 50 plazas",-1.2239,37.5742,1.2,34
"815","murcia","murcia, región de",320,50,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-1.2177,37.5754,0.5,33
"816","murcia","murcia, región de",46,14,"urbana","medio","no","","",-1.214,37.5754,0.4,33
"817","murcia","murcia, región de",30,10,"urbana","medio","no","","",-1.2112,37.5739,0,33
"818","murcia","murcia, región de",30,44,"urbana","medio","no","","",-1.2094,37.5738,0.3,33
"819","murcia","murcia, región de",800,22,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.2045,37.5741,1,32
"820","murcia","murcia, región de",1,10,"aislada","bajo","sí","no vigilado","Entre 50 y 100 plazas",-1.1934,37.5706,1.3,31
"821","murcia","murcia, región de",800,20,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-1.1796,37.566,3,31
"822","murcia","murcia, región de",750,15,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-1.1737,37.5628,3.8,33
"823","murcia","murcia, región de",85,40,"aislada","bajo","no","","",-1.1523,37.5411,7.5,29
"824","murcia","murcia, región de",200,10,"urbana","bajo","sí","","Menos de 50 plazas",-0.7229,37.6509,1,37
"825","murcia","murcia, región de",500,40,"urbana","alto","sí","","Menos de 50 plazas",-0.7198,37.6488,0,36
"826","murcia","murcia, región de",500,12,"semiurbana","medio","sí","","Entre 50 y 100 plazas",-0.7223,37.6429,0.3,35
"827","murcia","murcia, región de",200,20,"urbana","alto","sí","","Menos de 50 plazas",-0.7239,37.6387,1,35
"828","murcia","murcia, región de",1,15,"semiurbana","alto","sí","","Más de 100 plazas",-0.7259,37.636,1.5,34
"829","murcia","murcia, región de",1,20,"urbana","alto","sí","","Más de 100 plazas",-0.732,37.6326,2,34
"830","las palmas","canarias",40,15,"semiurbana","medio","sí","","",-15.6503,28.1647,14.7,37.5
"831","las palmas","canarias",500,40,"semiurbana","medio","no","","",-15.3865,27.9096,13.8,21
"832","las palmas","canarias",220,66,"urbana","medio","sí","no vigilado","Más de 100 plazas",-15.6815,27.7561,0.5,7.8
"833","las palmas","canarias",279,30,"urbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-15.6821,27.7591,0.1,8.1
"834","las palmas","canarias",55,24,"urbana","alto","no","","",-15.6845,27.7616,0.7,8.6
"835","las palmas","canarias",40,44,"urbana","medio","sí","no vigilado","Menos de 50 plazas",-15.6857,27.7636,1,8.4
"836","murcia","murcia, región de",20,20,"aislada","bajo","no","","",-1.1269,37.5488,15,29
"837","murcia","murcia, región de",45,15,"aislada","bajo","no","","",-1.1263,37.5537,29,29
"838","murcia","murcia, región de",100,10,"aislada","bajo","no","","",-1.1201,37.5622,29,29
"839","murcia","murcia, región de",60,10,"aislada","bajo","no","","",-1.1137,37.5656,28,28
"840","murcia","murcia, región de",80,30,"aislada","bajo","no","","",-1.1023,37.5687,25,25
"841","murcia","murcia, región de",130,30,"semiurbana","alto","sí","no vigilado","Entre 50 y 100 plazas",-1.0735,37.584,10,15
"842","murcia","murcia, región de",140,40,"semiurbana","alto","sí","no vigilado","Menos de 50 plazas",-1.0685,37.5819,10,10
"843","murcia","murcia, región de",400,30,"aislada","bajo","no","","",-1.0172,37.574,10,5
"844","murcia","murcia, región de",400,15,"aislada","bajo","no","","",-1.0299,37.5788,10,10
"845","murcia","murcia, región de",250,50,"aislada","bajo","no","","",-1.0126,37.5804,10,10
"846","murcia","murcia, región de",210,20,"aislada","alto","sí","no vigilado","Entre 50 y 100 plazas",-0.9748,37.5813,4,3
"847","murcia","murcia, región de",500,110,"aislada","bajo","no","","",-0.8766,37.5775,19,7
"848","murcia","murcia, región de",300,15,"aislada","bajo","sí","","",-0.7681,37.5971,8,29
"849","murcia","murcia, región de",600,30,"aislada","bajo","sí","","Entre 50 y 100 plazas",-0.7613,37.598,8,29
"850","murcia","murcia, región de",600,30,"aislada","bajo","sí","","Entre 50 y 100 plazas",-0.754,37.5977,7,29
"851","murcia","murcia, región de",300,30,"aislada","bajo","sí","","",-0.7484,37.5987,7,29
"852","murcia","murcia, región de",300,30,"aislada","bajo","sí","","Más de 100 plazas",-0.7297,37.6036,6,29
"853","murcia","murcia, región de",80,10,"aislada","bajo","sí","","Menos de 50 plazas",-0.7268,37.6049,7,39
"854","murcia","murcia, región de",100,10,"aislada","bajo","sí","","Menos de 50 plazas",-0.7242,37.6054,5,30
"855","murcia","murcia, región de",50,15,"aislada","bajo","no","","",-0.72,37.6076,5,31
"856","murcia","murcia, región de",200,20,"semiurbana","medio","sí","","Entre 50 y 100 plazas",-0.7141,37.6183,3,34
"857","murcia","murcia, región de",300,15,"urbana","bajo","sí","","",-0.7094,37.6205,2,35
"858","murcia","murcia, región de",130,4,"urbana","alto","sí","","Menos de 50 plazas",-0.7082,37.6221,2,35
"859","murcia","murcia, región de",20,4,"urbana","bajo","sí","","Menos de 50 plazas",-0.7039,37.6271,1,35
"860","murcia","murcia, región de",30,3,"urbana","bajo","sí","","Menos de 50 plazas",-0.7037,37.6276,1,35
"861","murcia","murcia, región de",30,6,"urbana","bajo","sí","","Menos de 50 plazas",-0.6992,37.6313,0,35
"862","murcia","murcia, región de",20,6,"semiurbana","medio","sí","","Menos de 50 plazas",-0.6982,37.6307,0.5,35
"863","murcia","murcia, región de",40,8,"urbana","bajo","sí","","",-0.695,37.6305,0.5,35
"864","murcia","murcia, región de",50,2,"urbana","bajo","sí","","Menos de 50 plazas",-0.6918,37.6321,1,35
"865","murcia","murcia, región de",70,5,"urbana","bajo","sí","","Menos de 50 plazas",-0.6904,37.6325,1,35
"866","murcia","murcia, región de",80,10,"urbana","medio","sí","","Entre 50 y 100 plazas",-0.6899,37.6334,1,35
"867","murcia","murcia, región de",25,6,"urbana","medio","sí","","Más de 100 plazas",-0.6918,37.6347,1,35
"868","murcia","murcia, región de",30,3,"urbana","alto","sí","","Más de 100 plazas",-0.6934,37.6342,2,35
"869","murcia","murcia, región de",20,6,"urbana","alto","sí","","Menos de 50 plazas",-0.6949,37.6337,2,35
"870","murcia","murcia, región de",1,30,"urbana","alto","sí","","Más de 100 plazas",-0.7012,37.6339,0.1,35
"871","murcia","murcia, región de",1,20,"urbana","alto","sí","","Más de 100 plazas",-0.7078,37.6393,2,35
"872","murcia","murcia, región de",1,20,"urbana","alto","sí","","Más de 100 plazas",-0.7138,37.6472,4,37
"873","murcia","murcia, región de",2,25,"urbana","alto","sí","","Más de 100 plazas",-0.7201,37.6585,5,38
"874","murcia","murcia, región de",600,20,"urbana","alto","sí","","Más de 100 plazas",-0.7246,37.6656,6,40
"875","murcia","murcia, región de",150,40,"urbana","alto","sí","","Menos de 50 plazas",-0.7325,37.6666,0.5,40
"876","murcia","murcia, región de",250,30,"urbana","medio","no","","",-0.7342,37.6641,0,40
"877","murcia","murcia, región de",150,15,"urbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-0.73,37.662,0,39
"878","murcia","murcia, región de",100,5,"aislada","bajo","sí","","Menos de 50 plazas",-0.7295,37.6611,0.1,39
"879","murcia","murcia, región de",1,15,"urbana","alto","sí","","Más de 100 plazas",-0.7267,37.6606,1,38
"880","murcia","murcia, región de",600,15,"aislada","bajo","no","","",-0.7514,37.6374,1.5,33
"881","murcia","murcia, región de",2,20,"aislada","bajo","sí","","Más de 100 plazas",-0.8084,37.6619,2,34
"882","murcia","murcia, región de",200,20,"urbana","medio","sí","","Menos de 50 plazas",-0.7966,37.6548,1,34
"883","murcia","murcia, región de",900,20,"urbana","alto","sí","","Más de 100 plazas",-0.7578,37.6417,0,34
"884","murcia","murcia, región de",900,20,"urbana","alto","sí","","Más de 100 plazas",-0.7681,37.6464,0,34
"885","murcia","murcia, región de",2,15,"urbana","alto","sí","","Más de 100 plazas",-0.7864,37.6506,NA,34
"886","murcia","murcia, región de",800,20,"urbana","medio","sí","","Más de 100 plazas",-0.8224,37.6728,1,32
"887","murcia","murcia, región de",1,20,"urbana","alto","sí","","Más de 100 plazas",-0.8282,37.6806,NA,30
"888","murcia","murcia, región de",1,10,"urbana","alto","sí","","Más de 100 plazas",-0.8373,37.6926,2,30
"889","murcia","murcia, región de",3,5,"aislada","bajo","sí","no vigilado","Menos de 50 plazas",-0.8524,37.7078,3,30
"890","murcia","murcia, región de",1,30,"urbana","medio","sí","no vigilado","Entre 50 y 100 plazas",-1.1701,37.5527,4.4,33
"891","santa cruz de tenerife","canarias",400,30,"urbana","medio","sí","","Menos de 50 plazas",-16.7101,28.0429,3,13.2
"892","las palmas","canarias",435,41,"aislada","medio","no","","",-15.7391,28.0536,12,52
"893","las palmas","canarias",260,65,"aislada","bajo","no","","",-15.7311,28.0637,11,52
"894","las palmas","canarias",200,34,"aislada","bajo","no","","",-15.7146,28.078,7,46.5
"895","las palmas","canarias",200,48,"aislada","alto","no","","",-15.7104,28.0837,7,46.5
"896","las palmas","canarias",210,30,"semiurbana","medio","sí","vigilado","",-15.7091,28.1004,NA,45
"897","las palmas","canarias",220,20,"semiurbana","alto","sí","vigilado","",-15.7113,28.1012,NA,45
"898","las palmas","canarias",160,20,"aislada","medio","sí","","",-15.712,28.1049,1,45
"899","las palmas","canarias",95,30,"aislada","bajo","no","","",-15.707,28.1076,1,45
"900","las palmas","canarias",130,25,"aislada","medio","no","","",-15.7046,28.117,7.8,48
"901","las palmas","canarias",1,15,"aislada","bajo","no","","",-15.3909,27.8813,15,24
"902","las palmas","canarias",290,27,"aislada","medio","no","","",-15.3861,27.8711,23,31
"903","las palmas","canarias",700,70,"urbana","alto","sí","","",-15.392,27.8557,21,30
"904","las palmas","canarias",1,12,"aislada","bajo","no","","",-15.4052,27.8487,21,30
"905","las palmas","canarias",975,20,"aislada","bajo","no","","",-15.7671,28.0439,24,63.5
"906","las palmas","canarias",450,15,"semiurbana","medio","sí","","",-15.5536,28.1459,14.5,19.5
"907","las palmas","canarias",350,10,"semiurbana","medio","sí","","",-15.5522,28.1459,14.6,19.5
"908","las palmas","canarias",150,15,"semiurbana","bajo","sí","","",-15.5489,28.1467,14,18
"909","las palmas","canarias",160,15,"aislada","medio","sí","","",-15.5454,28.1464,14,18
"910","las palmas","canarias",110,20,"aislada","bajo","sí","","",-15.5439,28.1467,13.9,17.7
"911","las palmas","canarias",170,30,"aislada","bajo","no","","",-15.5407,28.1492,13.9,17.5
"912","las palmas","canarias",170,15,"aislada","bajo","no","","",-15.5393,28.1494,13.9,17.5
"913","las palmas","canarias",175,20,"semiurbana","alto","sí","","",-15.5365,28.1508,13.5,17.5
"914","las palmas","canarias",120,30,"urbana","alto","sí","","",-15.5329,28.1525,13.5,16
"915","las palmas","canarias",60,10,"aislada","bajo","no","","",-15.531,28.1535,13.5,16
"916","las palmas","canarias",210,30,"aislada","medio","no","","",-15.5199,28.1494,13,16
"917","las palmas","canarias",50,15,"aislada","bajo","no","","",-15.7093,28.1073,8,44
"918","las palmas","canarias",25,3,"aislada","bajo","no","","",-15.6549,28.1643,10.1,44
"919","las palmas","canarias",65,20,"aislada","bajo","no","","",-15.7006,28.1309,9,45
"920","las palmas","canarias",60,15,"aislada","bajo","no","","",-15.6997,28.1371,9.8,45
"921","las palmas","canarias",30,10,"aislada","bajo","no","","",-15.7021,28.1417,12.1,45
"922","las palmas","canarias",35,60,"semiurbana","bajo","no","","",-15.6967,28.1477,11.6,45
"923","las palmas","canarias",80,40,"semiurbana","alto","sí","","",-15.696,28.1516,11.9,42
"924","las palmas","canarias",80,9,"aislada","bajo","sí","","",-15.6989,28.1539,12,42
"925","las palmas","canarias",60,15,"aislada","bajo","sí","","",-15.7,28.1542,12,42
"926","las palmas","canarias",100,25,"aislada","bajo","no","","",-15.7039,28.1564,12.1,42
"927","las palmas","canarias",85,20,"aislada","bajo","no","","",-15.7089,28.1622,13,40.5
"928","las palmas","canarias",50,25,"aislada","bajo","no","","",-15.6867,28.169,13.7,40.5
"929","las palmas","canarias",85,15,"semiurbana","alto","sí","","",-15.6843,28.1699,15,40.5
"930","las palmas","canarias",130,25,"aislada","medio","sí","","",-15.6814,28.1636,12.4,40.5
"931","las palmas","canarias",75,25,"aislada","medio","no","","",-15.6739,28.1611,12.5,38.5
"932","las palmas","canarias",70,40,"aislada","medio","sí","","",-15.6734,28.1601,12.1,38.5
"933","las palmas","canarias",140,30,"aislada","medio","sí","","",-15.6704,28.1584,12.2,38.5
"934","las palmas","canarias",255,40,"aislada","medio","sí","","",-15.6654,28.158,11.1,37.5
"935","las palmas","canarias",150,10,"semiurbana","alto","sí","","",-15.6605,28.1616,11.1,37.5
"936","las palmas","canarias",45,15,"aislada","bajo","no","","",-15.6584,28.1626,12.2,37.5
"937","las palmas","canarias",303,50,"urbana","alto","sí","no vigilado","Menos de 50 plazas",-15.6892,27.7704,0.6,9.5
"938","las palmas","canarias",70,35,"urbana","alto","no","","",-15.6922,27.7716,0.5,10
"939","las palmas","canarias",180,50,"urbana","alto","no","","",-15.6958,27.7728,0.1,10.5
"940","las palmas","canarias",700,10,"aislada","bajo","no","","",-13.7497,28.8824,12.1,28
"941","las palmas","canarias",110,15,"aislada","bajo","no","","",-13.7556,28.8714,11,51.55
